vmp_snomed_code,vmp_product_name,vtm_id,vtm_nm
42033311000001100,Biperiden 2mg tablets,774864001.0,Biperiden
8355511000001102,Carbimazole 20mg/5ml oral solution,775054004.0,Carbimazole
45636211000001105,Ciclosporin 1mg/ml eye drops preservative free,775242005.0,Ciclosporin
36089711000001105,Coal tar solution 10% cream,775333000.0,Coal tar
23661811000001101,"Colecalciferol 2,000unit orodispersible tablets sugar free",775366001.0,Colecalciferol
32654611000001100,Diazepam 5mg/5ml oral suspension,775545008.0,Diazepam
45863911000001108,Elinzanetant 60mg capsules,4.58636110000011e+16,Elinzanetant
45294211000001105,Ethosuximide 500mg/5ml oral solution sugar free,775876009.0,Ethosuximide
45489411000001106,Methylphenidate 20mg modified-release chewable tablets sugar free,776752004.0,Methylphenidate
45489511000001105,Methylphenidate 30mg modified-release chewable tablets sugar free,776752004.0,Methylphenidate
45750611000001103,Pembrolizumab 395mg/2.4ml solution for injection vials,777104007.0,Pembrolizumab
45750711000001107,Pembrolizumab 790mg/4.8ml solution for injection vials,777104007.0,Pembrolizumab
8054711000001107,Salicylic acid 1.5% cream,777486002.0,Salicylic acid
45769111000001105,Selpercatinib 80mg tablets,876868001.0,Selpercatinib
45730911000001108,Semaglutide 2mg/0.74ml solution for injection 3ml pre-filled disposable devices,777514008.0,Semaglutide
44979611000001105,Sodium hyaluronate 3% ophthalmic viscosurgical device 1ml pre-filled syringes,4.25961110000011e+16,Sodium hyaluronate
35776311000001109,Tolnaftate 1% liquid spray,777802009.0,Tolnaftate
11490811000001104,Tretinoin 0.05% gel,777829004.0,Tretinoin
41442211000001108,Velmanase alfa 10mg powder for solution for infusion vials,4.14418110000011e+16,Velmanase alfa
45874311000001100,Zanidatamab 300mg powder for solution for infusion vials,4.58730110000011e+16,Zanidatamab
42438111000001104,Generic Cow's Milk 10mg/ml solution for skin prick test,,
45241911000001105,Generic Durafiber Ag Pro dressing 2cm x 45cm rectangular,,
42517511000001105,Generic Garlic 100micrograms/ml solution for skin prick test,,
42437311000001103,Generic Pistachio 3mg/ml solution for skin prick test,,
45794811000001104,Hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units,,
